organism,assay_title,classification,lab,biosample,target,count
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",HepG2,HNRNPK,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",GM12878,SRF,1
Homo sapiens,Histone ChIP-seq,primary cell,"Joseph Costello, UCSF",mammary stem cell,H3K36me3,1
Drosophila melanogaster,RIP-seq,cell line,"Brenton Graveley, UConn",S2R+,x16,1
Homo sapiens,Histone ChIP-seq,cell line,"Bradley Bernstein, Broad",PC-9,H3K27me3,1
Homo sapiens,siRNA RNA-seq,cell line,"Michael Snyder, Stanford",K562,BACH1,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",K562,LIN28B,1
Drosophila melanogaster,RIP-seq,cell line,"Brenton Graveley, UConn",S2R+,U2af50,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,ESF1,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,ZNF639,1
unknown,RNA Bind-n-Seq,cell-free sample,"Chris Burge, MIT",cell-free sample,UNK,1
Drosophila melanogaster,RIP-seq,cell line,"Brenton Graveley, UConn",S2R+,Rbp1,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,FOXA3,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",K562,AKAP8,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",HepG2,FKBP4,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,MIER3,1
unknown,RNA Bind-n-Seq,cell-free sample,"Chris Burge, MIT",cell-free sample,PUM1,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",MCF-7,E4F1,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",22Rv1,ZFX,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,MSI2,1
Homo sapiens,TF ChIP-seq,cell line,"Xiang-Dong Fu, UCSD",K562,RBM14,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HEK293,ZBTB1,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HEK293,ZBTB8A,1
Homo sapiens,Mint-ChIP-seq,in vitro differentiated cells,"Bradley Bernstein, Broad",endothelial cell,H3K4me3,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,METAP2,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HepG2,HDAC2,1
Homo sapiens,Histone ChIP-seq,tissue,"Joseph Costello, UCSF",placental basal plate,H3K4me1,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,EIF4G2,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HepG2,PHB2,1
Homo sapiens,Mint-ChIP-seq,in vitro differentiated cells,"Bradley Bernstein, Broad",endothelial cell,H3K36me3,1
Caenorhabditis elegans,TF ChIP-seq,whole organisms,"Michael Snyder, Stanford",whole organism,peb-1,1
Homo sapiens,in situ Hi-C,cell line,"Job Dekker, UMass",Panc1,none,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,GRWD1,1
Mus musculus,polyA plus RNA-seq,tissue,"Ali Mortazavi, UCI",layer of hippocampus,none,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",K562,NUFIP2,1
Homo sapiens,Control ChIP-seq,cell line,"Vishwanath Iyer, UTA",H1,none,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,SMN1,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,EED,1
Homo sapiens,Control ChIP-seq,cell line,"Vishwanath Iyer, UTA",GM12892,none,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HCT116,ZFX,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,NSUN2,1
Homo sapiens,Histone ChIP-seq,cell line,"Michael Snyder, Stanford",RWPE1,H3K27ac,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",K562,KDM4B,1
Homo sapiens,TF ChIP-seq,in vitro differentiated cells,"Richard Myers, HAIB",bipolar neuron,POLR2AphosphoS5,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,ZNF782,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",GM12878,E2F1,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",HepG2,POLR2G,1
Homo sapiens,DNAme array,cell line,"Richard Myers, HAIB",M059J,none,1
Caenorhabditis elegans,TF ChIP-seq,whole organisms,"Valerie Reinke, Yale",whole organism,tbx-7,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",K562,ZNF77,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,ZNF619,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",K562,ZNF174,1
Homo sapiens,ATAC-seq,tissue,"Michael Snyder, Stanford",mesenteric fat pad,none,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,TIAL1,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,ZSCAN31,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",K562,ZRANB2,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,CG16815,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",HepG2,DROSHA,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,APOBEC3C,1
Homo sapiens,CRISPR RNA-seq,cell line,"Brenton Graveley, UConn",K562,DDX59,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,CPSF7,1
unknown,RNA Bind-n-Seq,cell-free sample,"Chris Burge, MIT",cell-free sample,KHDRBS2,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,gcm,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,ZNF382,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",C4-2B,CTCF,1
Homo sapiens,TF ChIP-seq,cell line,"Xiang-Dong Fu, UCSD",K562,HNRNPUL1,1
Homo sapiens,microRNA-seq,cell line,"Ali Mortazavi, UCI",HFFc6,none,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HEK293,ZNF776,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",HepG2,PCBP2,1
Homo sapiens,TF ChIP-seq,cell line,"Xiang-Dong Fu, UCSD",K562,SFPQ,1
Homo sapiens,TF ChIP-seq,in vitro differentiated cells,"Bradley Bernstein, Broad",endothelial cell,CTCF,1
Homo sapiens,Histone ChIP-seq,cell line,"Bradley Bernstein, Broad",NCI-H929,H3K4me1,1
Homo sapiens,CRISPR RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,ZNF106,1
Homo sapiens,TF ChIP-seq,cell line,"Xiang-Dong Fu, UCSD",HepG2,XRCC5,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,ZNF30,1
Homo sapiens,Histone ChIP-seq,cell line,"Bradley Bernstein, Broad",KOPT-K1,H3K9me3,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HEK293,ZNF830,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",HepG2,SRSF7,1
Mus musculus,total RNA-seq,primary cell,"Ross Hardison, PennState",neutrophil,none,1
Homo sapiens,TF ChIP-seq,cell line,"Xiang-Dong Fu, UCSD",K562,AGO1,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,BCCIP,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,ZFP91,1
Drosophila melanogaster,RIP-seq,cell line,"Brenton Graveley, UConn",S2R+,snRNP-U1-70K,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HepG2,NONO,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",HepG2,AUH,1
Homo sapiens,TF ChIP-seq,cell line,"Xiang-Dong Fu, UCSD",HepG2,U2AF2,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,TCF7L2,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,ZNF784,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",HepG2,BCCIP,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",K562,NFIX,1
Homo sapiens,ChIA-PET,cell line,"Yijun Ruan, JAX",GM12878,POLR2A,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,KLF6,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,DDX5,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,PKM,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,CEBPG,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",K562,MAK16,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",GM23338,CREB1,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,CoRest,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,DDX47,1
Homo sapiens,TF ChIP-seq,cell line,"Xiang-Dong Fu, UCSD",HepG2,HNRNPK,1
Homo sapiens,CRISPR RNA-seq,cell line,"Brenton Graveley, UConn",K562,CENPI,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",K562,HIVEP1,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HEK293,ZNF311,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,pros,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",K562,ZKSCAN3,1
Homo sapiens,TF ChIP-seq,cell line,"Xiang-Dong Fu, UCSD",K562,SRSF1,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",K562,FMR1,1
Homo sapiens,CRISPR RNA-seq,cell line,"Brenton Graveley, UConn",K562,NOLC1,1
Homo sapiens,CRISPR RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,ANXA2,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,PUF60,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,EFTUD2,1
Homo sapiens,CRISPR RNA-seq,cell line,"Brenton Graveley, UConn",K562,RPL23A,1
Homo sapiens,CRISPR RNA-seq,cell line,"Brenton Graveley, UConn",K562,NCBP1,1
unknown,RNA Bind-n-Seq,cell-free sample,"Chris Burge, MIT",cell-free sample,RALYL,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,ZBTB3,1
Homo sapiens,Histone ChIP-seq,tissue,"Bradley Bernstein, Broad",ovary,H3K9me3,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,ZNF768,1
Homo sapiens,TF ChIP-seq,cell line,"Bradley Bernstein, Broad",PC-9,EZH2phosphoT487,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,run,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",K562,PUS1,1
Homo sapiens,CRISPR RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,WDR43,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,cwo,1
Mus musculus,microRNA-seq,in vitro differentiated cells,"Ali Mortazavi, UCI",myocyte,none,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,CG12942,1
Homo sapiens,ATAC-seq,cell line,"Michael Snyder, Stanford",IMR-90,none,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,NFIA,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",K562,ILF3,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,CG17186,1
Homo sapiens,CRISPR RNA-seq,cell line,"Brenton Graveley, UConn",K562,ZC3H11A,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",K562,RPS5,1
Caenorhabditis elegans,TF ChIP-seq,whole organisms,"Valerie Reinke, Yale",whole organism,dmd-4,1
Mus musculus,microRNA-seq,cell line,"Ali Mortazavi, UCI",C2C12,none,1
Caenorhabditis elegans,TF ChIP-seq,whole organisms,"Valerie Reinke, Yale",whole organism,ets-4,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",SK-N-SH,BNC2,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",K562,RPS3,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,Lhr,1
Drosophila melanogaster,RIP-seq,cell line,"Brenton Graveley, UConn",S2R+,Cbp20,1
Homo sapiens,BruUV-seq,cell line,"Mats Ljungman, UMichigan",K562,none,1
unknown,RNA Bind-n-Seq,cell-free sample,"Chris Burge, MIT",cell-free sample,RBM25,1
Homo sapiens,BruUV-seq,cell line,"Mats Ljungman, UMichigan",PC-3,none,1
Homo sapiens,Histone ChIP-seq,primary cell,"Bradley Bernstein, Broad","CD8-positive, alpha-beta memory T cell",H3K27me3,1
Homo sapiens,Histone ChIP-seq,in vitro differentiated cells,"Bradley Bernstein, Broad",endodermal cell,H3K36me3,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",K562,ZNF717,1
Homo sapiens,Histone ChIP-seq,primary cell,"Bradley Bernstein, Broad","CD4-positive, CD25-positive, alpha-beta regulatory T cell",H3K27ac,1
Homo sapiens,in situ Hi-C,cell line,"Erez Aiden, Baylor",GM20431,none,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",MCF-7,ZBTB7B,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,MTF1,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",GM23338,ZNF462,1
Homo sapiens,Histone ChIP-seq,primary cell,"Bradley Bernstein, Broad",skeletal muscle satellite cell,H3K4me3,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,CG9139,1
Homo sapiens,Control ChIP-seq,in vitro differentiated cells,"Bradley Bernstein, Broad",glutamatergic neuron,none,1
Mus musculus,Histone ChIP-seq,cell line,"Christine Disteche, UW",Patski,H3K27me3,1
Homo sapiens,BruUV-seq,cell line,"Mats Ljungman, UMichigan",HepG2,none,1
Homo sapiens,Histone ChIP-seq,cell line,"Bradley Bernstein, Broad",iPS-18c,H3K9ac,1
Homo sapiens,RNA microarray,primary cell,"Bradley Bernstein, Broad",B cell,none,1
Mus musculus,polyA plus RNA-seq,cell line,"Christine Disteche, UW",Patski,none,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,MIXL1,1
Mus musculus,ATAC-seq,cell line,"Christine Disteche, UW",Patski,none,1
Homo sapiens,microRNA counts,in vitro differentiated cells,"Ali Mortazavi, UCI",neural progenitor cell,none,1
Homo sapiens,TF ChIP-seq,in vitro differentiated cells,"Bradley Bernstein, Broad",glutamatergic neuron,CTCF,1
Homo sapiens,Histone ChIP-seq,primary cell,"Bradley Bernstein, Broad","CD8-positive, alpha-beta T cell",H3K36me3,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,CG6808,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",MCF-7,RCOR1,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",A549,ATOH8,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,HHEX,1
Homo sapiens,total RNA-seq,in vitro differentiated cells,"Barbara Wold, Caltech",chondrocyte,none,1
Homo sapiens,Histone ChIP-seq,tissue,"Bradley Bernstein, Broad",cingulate gyrus,H3K27me3,1
Homo sapiens,Control ChIP-seq,in vitro differentiated cells,"Bradley Bernstein, Broad",neuron,none,1
Homo sapiens,Histone ChIP-seq,cell line,"Bradley Bernstein, Broad",GM23338,H3K4me2,1
Homo sapiens,RNA microarray,tissue,"Bradley Bernstein, Broad",duodenal mucosa,none,1
Homo sapiens,WGBS,tissue,"Bradley Bernstein, Broad",adrenal gland,none,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",SK-N-SH,SNAI2,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,MEF2A,1
Homo sapiens,Histone ChIP-seq,in vitro differentiated cells,"Bradley Bernstein, Broad",adipocyte,H3K36me3,1
Homo sapiens,Histone ChIP-seq,cell line,"Bradley Bernstein, Broad",ES-I3,H3K9me3,1
Homo sapiens,TF ChIP-seq,cell line,"Xiang-Dong Fu, UCSD",HepG2,HNRNPH1,1
Homo sapiens,Histone ChIP-seq,primary cell,"Bradley Bernstein, Broad",mesenchymal stem cell,H3K9ac,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,ZNF530,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",K562,ZNF239,1
Homo sapiens,Histone ChIP-seq,cell line,"Bradley Bernstein, Broad",GM23338,H3K4me3,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,HMGA1,1
Homo sapiens,Histone ChIP-seq,cell line,"Bradley Bernstein, Broad",GM23338,H3K36me3,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,EGR1,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,ZNF652,1
Caenorhabditis elegans,TF ChIP-seq,whole organisms,"Michael Snyder, Stanford",whole organism,dmd-4,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,DNMT3B,1
Homo sapiens,CRISPR RNA-seq,cell line,"Brenton Graveley, UConn",K562,EIF3H,1
Homo sapiens,CRISPR RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,DROSHA,1
Mus musculus,scRNA-seq,tissue,"Barbara Wold, Caltech",autopod region,none,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",MCF-7,COPS2,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,GFI1,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,SOX6,1
Homo sapiens,CRISPR RNA-seq,cell line,"Brenton Graveley, UConn",K562,DDX6,1
Homo sapiens,TF ChIP-seq,in vitro differentiated cells,"Bradley Bernstein, Broad",endodermal cell,CTCF,1
Homo sapiens,Histone ChIP-seq,cell line,"Bradley Bernstein, Broad",GM23338,H3K4me1,1
Homo sapiens,WGBS,cell line,"Bradley Bernstein, Broad",HUES64,none,1
Homo sapiens,total RNA-seq,tissue,"Barbara Wold, Caltech",upper lobe of right lung,none,1
Homo sapiens,Histone ChIP-seq,cell line,"Bradley Bernstein, Broad",iPS-18c,H3K36me3,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",K562,TBX18,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",A549,EHF,1
Homo sapiens,CRISPR RNA-seq,cell line,"Brenton Graveley, UConn",K562,ETF1,1
Homo sapiens,ATAC-seq,cell line,"Stephen Montgomery, Stanford",GM18520,none,1
Homo sapiens,DNase-seq,cell line,"John Stamatoyannopoulos, UW",KBM-7,none,1
Homo sapiens,DNase-seq,cell line,"John Stamatoyannopoulos, UW",SK-N-MC,none,1
Homo sapiens,TF ChIP-seq,cell line,"Xiang-Dong Fu, UCSD",K562,HNRNPL,1
Homo sapiens,DNase-seq,cell line,"John Stamatoyannopoulos, UW",RPMI8226,none,1
Homo sapiens,ATAC-seq,cell line,"Stephen Montgomery, Stanford",GM21367,none,1
Homo sapiens,Histone ChIP-seq,cell line,"Bradley Bernstein, Broad",iPS-20b,H3K9ac,1
Homo sapiens,TF ChIP-seq,cell line,"Xiang-Dong Fu, UCSD",K562,HNRNPH1,1
Homo sapiens,Histone ChIP-seq,tissue,"Bradley Bernstein, Broad",substantia nigra,H3K9ac,1
Homo sapiens,Histone ChIP-seq,cell line,"Bradley Bernstein, Broad",GM23248,H3K9me2,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,ZNF570,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,bab1,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",K562,ZBTB12,1
Homo sapiens,ATAC-seq,cell line,"Stephen Montgomery, Stanford",HG03565,none,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,CG33557,1
Homo sapiens,WGBS,tissue,"Bradley Bernstein, Broad",substantia nigra,none,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,HOXA5,1
Homo sapiens,Control ChIP-seq,cell line,"Bradley Bernstein, Broad",iPS-18a,none,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,CEBPA,1
Homo sapiens,Histone ChIP-seq,in vitro differentiated cells,"Bradley Bernstein, Broad",neuronal stem cell,H3K27me3,1
Homo sapiens,DNase-seq,cell line,"John Stamatoyannopoulos, UW",Caki2,none,1
Homo sapiens,Histone ChIP-seq,tissue,"Bradley Bernstein, Broad",muscle layer of colon,H3K27ac,1
unknown,RNA Bind-n-Seq,cell-free sample,"Chris Burge, MIT",cell-free sample,AKAP8L,1
Homo sapiens,ATAC-seq,cell line,"Stephen Montgomery, Stanford",GM19463,none,1
unknown,RNA Bind-n-Seq,cell-free sample,"Chris Burge, MIT",cell-free sample,SAFB2,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,DPF2,1
Homo sapiens,Histone ChIP-seq,cell line,"Bradley Bernstein, Broad",HUES6,H3K27me3,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,CG32006,1
Homo sapiens,ATAC-seq,cell line,"Stephen Montgomery, Stanford",HG03095,none,1
Homo sapiens,WGBS,tissue,"Bradley Bernstein, Broad",stomach,none,1
Homo sapiens,ATAC-seq,tissue,"Barbara Wold, Caltech",posterior cingulate cortex,none,1
Mus musculus,microRNA counts,tissue,"Ali Mortazavi, UCI",spleen,none,1
Homo sapiens,ATAC-seq,tissue,"Michael Snyder, Stanford",Peyer's patch,none,1
Caenorhabditis elegans,TF ChIP-seq,whole organisms,"Valerie Reinke, Yale",whole organism,mxl-1,1
Homo sapiens,TF ChIP-seq,cell line,"Bradley Bernstein, Broad",GM12878,CBX3,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HEK293,ZNF626,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HEK293,GLIS2,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HEK293,ZIC2,1
Homo sapiens,Histone ChIP-seq,primary cell,"Bradley Bernstein, Broad","CD8-positive, alpha-beta T cell",H3K9me3,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,HBP1,1
Homo sapiens,ATAC-seq,tissue,"Michael Snyder, Stanford",omental fat pad,none,1
Homo sapiens,RIP-seq,cell line,"John Rinn, Broad",K562,CBX3,1
Homo sapiens,WGBS,primary cell,"Bradley Bernstein, Broad","common myeloid progenitor, CD34-positive",none,1
Homo sapiens,Control ChIP-seq,primary cell,"Bradley Bernstein, Broad","CD8-positive, alpha-beta memory T cell",none,1
Homo sapiens,DNase-seq,tissue,"John Stamatoyannopoulos, UW",right forelimb,none,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HEK293,EGR2,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HEK293,SCRT2,1
Homo sapiens,DNase-seq,cell line,"John Stamatoyannopoulos, UW",G401,none,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HEK293,KLF9,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",K562,DDX3X,1
Drosophila melanogaster,TF ChIP-seq,whole organisms,"Kevin White, UChicago",whole organism,mam,1
Homo sapiens,shRNA RNA-seq,cell line,"Brenton Graveley, UConn",HepG2,EIF2S2,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",K562,HNRNPUL1,1
Homo sapiens,DNase-seq,cell line,"John Stamatoyannopoulos, UW",HS-27A,none,1
Caenorhabditis elegans,TF ChIP-seq,whole organisms,"Valerie Reinke, Yale",whole organism,med-1,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",K562,FAM120A,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",K562,SRSF7,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HEK293,KLF1,1
Homo sapiens,eCLIP,cell line,"Gene Yeo, UCSD",HepG2,RPS3,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",HepG2,FOXP1,1
Homo sapiens,ATAC-seq,cell line,"Stephen Montgomery, Stanford",GM18505,none,1
Homo sapiens,TF ChIP-seq,cell line,"Richard Myers, HAIB",K562,ZNF3,1
Homo sapiens,Histone ChIP-seq,in vitro differentiated cells,"Bradley Bernstein, Broad",hepatocyte,H2AFZ,1
Homo sapiens,Histone ChIP-seq,tissue,"Bradley Bernstein, Broad",substantia nigra,H3K27ac,1
Homo sapiens,TF ChIP-seq,cell line,"Michael Snyder, Stanford",HepG2,ATM,1
